Temperature,DSFbase001_SYPRO_noncanon_ID001081,DSFbase001_SYPRO_noncanon_ID001082,DSFbase001_SYPRO_noncanon_ID001083,DSFbase001_SYPRO_noncanon_ID001084,DSFbase001_SYPRO_noncanon_ID001085,DSFbase001_SYPRO_noncanon_ID001086,DSFbase001_SYPRO_noncanon_ID001087,DSFbase001_SYPRO_noncanon_ID001088,DSFbase001_SYPRO_noncanon_ID001089,DSFbase001_SYPRO_noncanon_ID001090,DSFbase001_SYPRO_noncanon_ID001091,DSFbase001_SYPRO_noncanon_ID001092,DSFbase001_SYPRO_noncanon_ID001093,DSFbase001_SYPRO_noncanon_ID001094,DSFbase001_SYPRO_noncanon_ID001095,DSFbase001_SYPRO_noncanon_ID001096,DSFbase001_SYPRO_noncanon_ID001097,DSFbase001_SYPRO_noncanon_ID001098,DSFbase001_SYPRO_noncanon_ID001099,DSFbase001_SYPRO_noncanon_ID001100,DSFbase001_SYPRO_noncanon_ID001101,DSFbase001_SYPRO_noncanon_ID001102,DSFbase001_SYPRO_noncanon_ID001103,DSFbase001_SYPRO_noncanon_ID001104,DSFbase001_SYPRO_noncanon_ID001105,DSFbase001_SYPRO_noncanon_ID001106,DSFbase001_SYPRO_noncanon_ID001107,DSFbase001_SYPRO_noncanon_ID001108,DSFbase001_SYPRO_noncanon_ID001109,DSFbase001_SYPRO_noncanon_ID001110,DSFbase001_SYPRO_noncanon_ID001111,DSFbase001_SYPRO_noncanon_ID001112,DSFbase001_SYPRO_noncanon_ID001113,DSFbase001_SYPRO_noncanon_ID001114,DSFbase001_SYPRO_noncanon_ID001115,DSFbase001_SYPRO_noncanon_ID001116,DSFbase001_SYPRO_noncanon_ID001117,DSFbase001_SYPRO_noncanon_ID001118,DSFbase001_SYPRO_noncanon_ID001119,DSFbase001_SYPRO_noncanon_ID001120,DSFbase001_SYPRO_noncanon_ID001121,DSFbase001_SYPRO_noncanon_ID001122,DSFbase001_SYPRO_noncanon_ID001123,DSFbase001_SYPRO_noncanon_ID001124,DSFbase001_SYPRO_noncanon_ID001125,DSFbase001_SYPRO_noncanon_ID001126,DSFbase001_SYPRO_noncanon_ID001127,DSFbase001_SYPRO_noncanon_ID001128,DSFbase001_SYPRO_noncanon_ID001129,DSFbase001_SYPRO_noncanon_ID001130,DSFbase001_SYPRO_noncanon_ID001131,DSFbase001_SYPRO_noncanon_ID001132,DSFbase001_SYPRO_noncanon_ID001133,DSFbase001_SYPRO_noncanon_ID001134,DSFbase001_SYPRO_noncanon_ID001135,DSFbase001_SYPRO_noncanon_ID001136,DSFbase001_SYPRO_noncanon_ID001137,DSFbase001_SYPRO_noncanon_ID001138,DSFbase001_SYPRO_noncanon_ID001139,DSFbase001_SYPRO_noncanon_ID001140,DSFbase001_SYPRO_noncanon_ID001141,DSFbase001_SYPRO_noncanon_ID001142,DSFbase001_SYPRO_noncanon_ID001143,DSFbase001_SYPRO_noncanon_ID001144,DSFbase001_SYPRO_noncanon_ID001145,DSFbase001_SYPRO_noncanon_ID001146,DSFbase001_SYPRO_noncanon_ID001147,DSFbase001_SYPRO_noncanon_ID001148,DSFbase001_SYPRO_noncanon_ID001149,DSFbase001_SYPRO_noncanon_ID001150,DSFbase001_SYPRO_noncanon_ID001151,DSFbase001_SYPRO_noncanon_ID001152,DSFbase001_SYPRO_noncanon_ID001153,DSFbase001_SYPRO_noncanon_ID001154,DSFbase001_SYPRO_noncanon_ID001155,DSFbase001_SYPRO_noncanon_ID001156,DSFbase001_SYPRO_noncanon_ID001157,DSFbase001_SYPRO_noncanon_ID001158,DSFbase001_SYPRO_noncanon_ID001159,DSFbase001_SYPRO_noncanon_ID001160,DSFbase001_SYPRO_noncanon_ID001161,DSFbase001_SYPRO_noncanon_ID001162,DSFbase001_SYPRO_noncanon_ID001163,DSFbase001_SYPRO_noncanon_ID001164,DSFbase001_SYPRO_noncanon_ID001165,DSFbase001_SYPRO_noncanon_ID001166,DSFbase001_SYPRO_noncanon_ID001167,DSFbase001_SYPRO_noncanon_ID001168,DSFbase001_SYPRO_noncanon_ID001169,DSFbase001_SYPRO_noncanon_ID001170,DSFbase001_SYPRO_noncanon_ID001171,DSFbase001_SYPRO_noncanon_ID001172,DSFbase001_SYPRO_noncanon_ID001173,DSFbase001_SYPRO_noncanon_ID001174,DSFbase001_SYPRO_noncanon_ID001175,DSFbase001_SYPRO_noncanon_ID001176
25,0.9711142696396288,1,1,0.9159550031535061,0.2396966861725808,0.41563453623719315,0.7601308388800022,0.45466004642887337,0.4360595764490359,0.22886884316953007,0.3423542835668538,0.6701622375014513,0.5002729683484929,0.7211340501743829,0.36025226287198114,0.29114267916178843,0.9148144891234175,0.45103128237479556,0.6154928845786464,0.9867512949359143,0.9913757725209821,0.8923199414495361,0.9982890970862827,0.9955267962501648,0.9905481263412537,0.9792483715855396,0.985853267206189,1,1,1,0.580318217312312,1,0.1958524594715485,0.5359583851364079,1,1,1,0.876605110122117,0.8083777024172538,0.32118444353212583,0.829303808097716,0.7090519628983866,0.7970295277494732,1,1,1,1,0.7875083386785512,0.9481104592185844,1,1,1,1,0.9061349024526025,1,1,1,1,0.9938789338410395,0.8236286989734172,0.9878570126135373,1,1,1,1,1,1,1,1,0.9921976148218474,1,1,0.7639854556929809,0.7780398641730993,0.7080688535266987,0.5659767538118861,0.5941902536349046,0.8558538245738839,0.997953372486208,0.6349546060621513,0.6914664629912496,0.9962108510495595,0.9415204286745917,0,0.5685345990239304,1,0.8867026083071898,0.479329073126121,0,0.8623290965304025,0.9172938233354583,0.8362415295256531,1,1,0.9880533311016084,1
26,0.9893177578395624,0.9971385244663441,0.9785876429673163,0.919839717305836,0.20869801619735875,0.37941033285872294,0.7183446570427782,0.41866268416518715,0.3905336193766206,0.20345902140726216,0.3119072430228396,0.6319380040475302,0.46546203525018454,0.670573354326757,0.327949702083749,0.25816728613859324,0.8723138752562937,0.4162444650608423,0.5656194941550263,0.9901065882886168,0.9947494852695373,0.8963931023416222,1,1,1,0.9925229342177838,1,0.967301768881964,0.9879564022367165,0.9530524002098925,0.587281965435627,0.9422549327150392,0.23293911598116226,0.5927735792928375,0.9389617597761074,0.9940900468521541,0.9383468760132568,0.8245804399145747,0.7518561342642592,0.3460524691698003,0.8226028428130844,0.7035713997185477,0.7946116082466493,0.924424072867977,0.926510826038467,0.9220134492645002,0.993978742977541,0.7950546789516433,0.943702276126385,0.9428049651804365,0.950693136238513,0.9415597122558418,0.9900053691296713,0.8922192900392835,0.9810736551182505,0.9264831586251594,0.9211384556020625,0.9171930214307472,0.983990629579402,0.8230577933184483,0.9784466018232117,0.9310387610068305,0.9373705666594717,0.942030862235476,0.8970641135514066,0.9165568800500303,0.9773090537891785,0.9785021383181467,0.97495257575695,0.9635738253996247,0.9623363051726741,0.9801568608994199,0.771670736777829,0.7831661860363186,0.7102705897076974,0.5445418278222119,0.6655216385900906,0.9067498601638138,1,0.7085191130134959,0.7104048048882087,1,0.9304173907414487,0.011601617799002695,0.5569451867290183,0.9950048118784656,0.9277105987227519,0.5215408121159405,0.0172603467243279,0.8381106149089662,0.9280540523566745,0.8777710551790882,0.9779633922817469,0.9669227893840595,0.9944764963411978,0.993231263023022
27,0.9982603417133019,0.9939400629815132,0.9394698931928603,0.9282874290339291,0.17769934490300404,0.34318613083197447,0.6765584752055538,0.3826653219015012,0.34500766230420526,0.17804919964499427,0.28146020247882536,0.5937137718998982,0.4306511011465031,0.6200126584791305,0.2956471412955166,0.22519189452254396,0.8298132613891693,0.38145764677041744,0.515746103731407,0.9962185245239843,0.9972658288688986,0.9052024968282983,0.9863719302685483,0.9949303690836894,0.9940472955956381,1,0.9938983740436259,0.9346035377639278,0.9759127979412888,0.9061048004197793,0.5942457135589452,0.884509865430075,0.2700257698162287,0.6495887734492695,0.8779235195522163,0.9881800961824003,0.8766937520265138,0.7725557717531395,0.6953345661112624,0.3716204651058477,0.8159018775284541,0.6980908365387105,0.7921936887438099,0.848848145735954,0.8530216520769252,0.8440268985287797,0.9879574859550816,0.8026010192247357,0.9392940930341853,0.8856099303608668,0.901386272476933,0.8831194245118199,0.9800107382593544,0.8783036776259644,0.962147310236501,0.8529663172503079,0.8422769112039159,0.8343860428617274,0.9741023253177501,0.8224868876634669,0.9690361910328862,0.862077522013661,0.8747411333187715,0.8840617244709522,0.7941282271034017,0.8331137601005637,0.9546181075783646,0.9570042766363012,0.9499051515139083,0.9349500359774019,0.9246726103453482,0.9603137217988397,0.7793560178627366,0.7882925078995379,0.7124723258886961,0.5231069018324079,0.732106139831724,0.9494465088649698,0.9674022661209003,0.7724188302037416,0.7096063046799038,0.9651264167393199,0.9128855733054037,0.036995020302830285,0.5351418456945389,0.9745199578387789,0.9773486440660771,0.5623808089932735,0.05885588558855705,0.8039986259017531,0.9342820059244024,0.9069457889641799,0.9343923403329344,0.9270507122980473,0.9974160882505171,0.9867058381974207
28,1,0.9901199205177973,0.880787811763336,0.9383189349833514,0.14670067492778177,0.30696192745350426,0.6347722933683294,0.346667960596632,0.29948170523178996,0.15263937788272636,0.25101316193481116,0.5554895384459766,0.39584016804819444,0.5694519609975156,0.2633445819526877,0.1922165029064949,0.7873126475220457,0.34667082847999253,0.4658727133077875,1,1,0.9122554252445709,0.9727347599859087,0.9821657859259953,0.987076950444551,0.9735531835459804,0.9612207771835811,0.9019053066458917,0.9638692001780054,0.859157200629666,0.6012094616822602,0.8267647904805939,0.3071124263258413,0.7064039676056991,0.8168852793283236,0.9822701455126477,0.8150406280397706,0.7205311015455973,0.6388130025076438,0.39039221331107254,0.8092009122438225,0.6926102733588716,0.7897757692409707,0.7732722186039309,0.7795324781155856,0.7660403477932799,0.9819362289326078,0.8101473594978279,0.934885909941986,0.828414895541297,0.8520794087153485,0.824679136767668,0.9700161073890256,0.8643880652126451,0.9432209653547515,0.7794494758757077,0.7634153668057692,0.7515790642924635,0.9642140210560982,0.8219159820084853,0.9596257802425605,0.7931162830206796,0.8121116999782514,0.8260925867064283,0.6911923406548082,0.749670640150616,0.9319271613675509,0.9355064149544479,0.9248577272708585,0.906326246555179,0.8870089155180223,0.940470582698387,0.7870412989476441,0.7934188297627572,0.714674062069695,0.5016719758427337,0.7838093436731608,0.9607461398708803,0.9069526012932321,0.8199189788274865,0.7058394667407305,0.9101166923747563,0.8896303563396663,0.05937393042564446,0.513654313003769,0.9393061729526601,1,0.5840610257954424,0.08032699821706467,0.7582755066987293,0.9249400755728107,0.8897749273959328,0.8876325502372723,0.8834157079370414,1,0.9578526408427911
29,0.9706404903615478,0.9718210023589022,0.8288975873810425,0.9484659967343357,0.1173316641274394,0.2715541546154017,0.5937986475787457,0.31180997306661895,0.25503060703347114,0.1279672721290264,0.22109264947586132,0.5181219865756371,0.3620283707180969,0.519670333071361,0.2324626154910784,0.16104596194181642,0.7458220286565502,0.31332596978663113,0.41833657383953016,0.9964180746806635,0.9975089243899317,0.9230675699535706,0.954274299596065,0.9522728042239312,0.9610579511834555,0.9089025679630459,0.8950746319277855,0.869207088307205,0.9518255958825776,0.8122096133965723,0.6081732098055782,0.7690197231956332,0.3441990828354551,0.763219161762131,0.7558470357749716,0.9763601948428939,0.7533875011208582,0.6685064333841619,0.5822914343546493,0.38677055984242764,0.8024999469591905,0.6871297101790345,0.7873578497381313,0.6976962914719079,0.7060433041540437,0.6880537970577902,0.9759149719101484,0.8176936997709203,0.9304777268497862,0.7712198607217273,0.802772544953764,0.7662388490236461,0.9600214765187086,0.8504724527993262,0.9242946204730023,0.7059326345008672,0.6845538224076225,0.6687720857234436,0.9543257167944607,0.8213450763535165,0.9502153694522211,0.7241550440275101,0.7494822666377312,0.768123448941739,0.5882564542062404,0.6662275202006682,0.9092362151567374,0.9140085532726027,0.8998103030278088,0.8777024571329562,0.8493452206906964,0.9206274435978069,0.7947265800324922,0.7985451516259765,0.7168757982506937,0.48023704985306576,0.791789965649158,0.9469446335424763,0.8257103873761642,0.8216684926155231,0.6832210804054987,0.8375863456508611,0.8647411579169527,0.08352682753600676,0.4896930879019469,0.9075386095962594,0.9922024915476229,0.5617228188742787,0.12400895261940034,0.7276125042940568,0.9023886033683247,0.8178484995159723,0.8463128645916163,0.830697346014869,0.9955801509548383,0.9350330671567435
30,0.9340521453317905,0.9497629478136609,0.7673852623613948,0.9563233057116067,0.08988209957334145,0.23786155325715297,0.5542709870911927,0.2787450030939202,0.21278935442902583,0.1046232260185603,0.19260182956176727,0.48211988466713224,0.3299082232193665,0.47125456624931195,0.2039333535441176,0.13240102313200902,0.7058464788877374,0.28199197088761474,0.37366371663240355,0.9944439314404713,0.9877650206535377,0.9370734397196151,0.917885416510551,0.9221846001382273,0.9350289290377785,0.8210961078045806,0.8223523629359129,0.8365088571891689,0.9397819915871499,0.7652620136064647,0.6151369579288932,0.711274648246152,0.38128573667052157,0.8200343559185607,0.6948087955510804,0.9704502441731413,0.6917343771341151,0.6164817631766198,0.5257698662016524,0.38783177074789654,0.7957989816745644,0.6816491469991912,0.7849399302353074,0.622120364339681,0.6325541301925107,0.6100672463222905,0.9698937148876743,0.8252400400440127,0.9260695437575869,0.7140248259022962,0.7534656811922771,0.7077985612796243,0.9500268456483799,0.8365568403860071,0.9053682755912528,0.6324157931260157,0.6056922780094759,0.5859651071544237,0.9444374125328233,0.8207741706985349,0.9408049586618952,0.6551938050343405,0.6868528332970311,0.7101543111772151,0.48532056775820986,0.5827844002512016,0.8865452689459156,0.8925106915907571,0.8747628787847671,0.8490786677107335,0.8116815258632145,0.9007843044973542,0.8024118611173997,0.8036714734891959,0.7190775344317462,0.4588021238633916,0.8000024405571795,0.930025539073916,0.7681230349409749,0.8337876973511014,0.6793848076656018,0.7497149755214253,0.8259318660983441,0.09804652537974555,0.4573935173007722,0.8777232940745143,0.9779375184023221,0.5401095163215002,0.1507719737490997,0.7138852627962903,0.897264934004623,0.7581558567279761,0.8176309600528942,0.7579349586742551,0.9874361214124597,0.9120478341335864
31,0.8986149358917374,0.930299104082179,0.7233018538459287,0.95953799042634,0.0658134114472359,0.2071974144329176,0.5174406113437402,0.24871767763333255,0.17466063193671308,0.08415008595421139,0.166675794923088,0.44916659172593154,0.3004410281249777,0.4268880346427733,0.17900997227337914,0.10724148115036215,0.6690787698411158,0.25400277603860566,0.3338014299956119,0.9941930904295234,0.9795128853734827,0.9487974972864462,0.8841864338272563,0.891446348914557,0.9085308923187786,0.7022218054215873,0.7342741889325055,0.8038106260711327,0.9277383938238665,0.7183144138163515,0.6221007060522113,0.6535295809611913,0.41837239318013536,0.8768495500749927,0.6337705553271878,0.9645402935033875,0.6300812531473733,0.5644570929690776,0.46924829804865786,0.3918890515217544,0.7890980163899325,0.6761685838193545,0.782522010732468,0.5465444372074542,0.559064956230969,0.5320806955867907,0.9638724578652152,0.8327863803171048,0.9216613606653872,0.6568297910827264,0.7041588174306971,0.6493582735356024,0.940032214778063,0.822641227972688,0.8864419307095033,0.5588989517514154,0.5268307336113293,0.5031581285851711,0.9345491082711712,0.8202032650435532,0.9313945478715696,0.586232566041171,0.6242233999565109,0.6521851734126837,0.382384681309642,0.499341280301232,0.863854322735102,0.8710128299089116,0.8497154545417175,0.8204548782885173,0.7740178310358886,0.8809411653967799,0.8100971422022479,0.8087977953524151,0.7212792706127449,0.4373671978737174,0.8061648474346691,0.9113460262675271,0.7225484961736961,0.8480895479290353,0.6860331898347432,0.7067936422775142,0.7841939080617598,0.1188426663152961,0.4203467692890247,0.8578891893130461,0.9771760429675205,0.538670859959629,0.1869238648002746,0.6841429062177948,0.9021740268168322,0.7076960309777328,0.7764619234535455,0.6688748598247306,0.9770272461463599,0.8946380731748358
32,0.867397323147075,0.9004932777112857,0.6728049241873022,0.9606401402983357,0.045329862171066146,0.18023878993880857,0.4840128547895656,0.22194922933077801,0.14060566251210888,0.06727001537995626,0.1434565570450213,0.4197359982027653,0.2741181776249625,0.387251708017149,0.15811643735358905,0.08564590540803226,0.6363462140657526,0.22998164951973984,0.29901129841280394,0.9914649547128921,0.9734677358105477,0.9573145984888766,0.8580678627395041,0.8606964914869947,0.887031996399144,0.5874910480717399,0.6441396142982501,0.7702894558751789,0.9127824274508631,0.6731092136978061,0.626665398542393,0.6054299337681424,0.4534007107558916,0.9228689489029874,0.5756728307152891,0.9498899149551869,0.5709304632482907,0.5174834876806699,0.414037282450292,0.39901347365243384,0.781851121052332,0.6702106071013431,0.7791787256366143,0.47590867722197605,0.4905953539603887,0.46308819408736146,0.9531352815837221,0.8399403518018748,0.913280599699453,0.6048065050256284,0.6612053383677841,0.6000669867470285,0.9270882039490735,0.8118628044208448,0.8679613571345937,0.48817456256806696,0.4535516922080391,0.4297413307025908,0.923550379906036,0.8179686070642255,0.9211197314233588,0.5213644083997809,0.567364203244719,0.6005596221502374,0.3111267718622367,0.4392265869049085,0.8408909987959937,0.8490445540287649,0.8246475933085409,0.8063819703870116,0.748394552940579,0.8671076025730131,0.8205613978576708,0.8175128448115219,0.7259170922390054,0.4138077337822977,0.8290450709897071,0.8956106613709621,0.6721095094026222,0.8868081564710791,0.6954242466324124,0.6525383944738792,0.7384714460624335,0.14507806988930258,0.37562261154233745,0.8424545162916446,0.9581696161148497,0.5172025382805269,0.20003034786237167,0.67522500858811485,0.8965374671593166,0.647083736689253,0.7427416452549727,0.5819994185322108,0.96202591234576,0.8820738478263667
33,0.8417910337271637,0.8685900042994786,0.619907016675879,0.96335327399203,0.028396428771668248,0.1564313562131162,0.45401890810045664,0.19817739871871481,0.1101100608796132,0.05316208650224042,0.12308966119484523,0.3933422571798392,0.2510169808894447,0.3511803513243073,0.14080113977329312,0.06711614929025089,0.6073087006858267,0.2094497999379488,0.26863432876206805,0.9902797693238001,0.9652721929129209,0.9625569324440844,0.8177706388971921,0.8209273009927843,0.8525573575650989,0.48090236335666,0.5341295578262664,0.7379990266224071,0.8946917187553839,0.6289442623097397,0.6295604233978656,0.5672168860486694,0.48797366808505316,0.9577601191255095,0.519868388053305,0.9281436450282826,0.5173029690278823,0.4755246227726427,0.36332486782309653,0.40689879584859967,0.7745605109654857,0.6644603032511873,0.7753274517640533,0.4176594436046421,0.43047061444475077,0.40494129751060265,0.9393078572309264,0.8452148458447495,0.9022523714745675,0.5582606698165253,0.6228366871085248,0.5548354269143287,0.9121253795339338,0.8062710369970678,0.849831721576433,0.41680533070821885,0.3871880643886414,0.3647380960900608,0.9121807635184703,0.8146972938480679,0.9106857054357813,0.4650122399146538,0.5126510637192842,0.5504593744195364,0.24444907886398906,0.3822528970413312,0.8176295343921324,0.8267160949419226,0.7995999427644048,0.7973255704016544,0.728118590901671,0.855825769109043,0.8345880168407034,0.8305792470529744,0.736876238964876,0.39248969359715535,0.843688414064932,0.8828367884072578,0.6138473631132473,0.9066727814721397,0.6876649076517146,0.5717255717255709,0.6753254290596513,0.18546680442918415,0.32155990892657227,0.8240318958801147,0.9390312001868156,0.5029163460358893,0.21196085125754133,0.6642390930951568,0.8886190690517776,0.5990319457889643,0.6954713222801566,0.5048843294430381,0.9417835267780067,0.8760324588763636
34,0.8315529596399243,0.8349640354648695,0.549816652600329,0.9674530773044013,0.01476806124403852,0.1350455538241409,0.42668641559645737,0.17727492584887874,0.08244658759297288,0.04147502559161997,0.10527100881737028,0.36919445090814595,0.230705161666845,0.31834115044231803,0.12679790274651218,0.05094032772126553,0.5806059328954937,0.19164619653334827,0.2412170480618579,0.9904458518532835,0.9628996016367822,0.9610737763734679,0.7743746879619884,0.7800095861552527,0.8216295209209704,0.36830306772898097,0.42598397578532887,0.7026199943985566,0.8756055508000862,0.5875880779273164,0.6263546607271906,0.5337630363483935,0.5206285637645444,0.9831551178803862,0.4670092787316041,0.9009345640009676,0.47047137902040137,0.4406095714703336,0.31824938552253207,0.413012785989803,0.7670608575971222,0.6587554951356737,0.7708431374948574,0.37186978512993674,0.3806702949778007,0.35431336091114113,0.923731699421807,0.8474330954717524,0.889480500410809,0.5104660479276371,0.5859814453906138,0.5150821526992269,0.8952862419860033,0.8066290710576876,0.8318965674901251,0.36149727123395026,0.32953990226337726,0.3085901895007367,0.9007334502528676,0.8106294833608287,0.9002920882302053,0.4171752898450404,0.4624830599925115,0.5010880935555699,0.19419685866990294,0.3431604410084159,0.794047006867987,0.8038831236545149,0.7746114042397955,0.7921047847170856,0.7095571328762524,0.8468050577756171,0.8526081708715717,0.8479466943332791,0.7531989300931594,0.37134542925778685,0.8641463846196092,0.8591145009040616,0.5500014830634158,0.9305460011720056,0.6868490487432288,0.5172355978807573,0.607900255700246,0.21898294626458345,0.27518718136446224,0.8012740021080607,0.903059100646746,0.48797216367225427,0.20418421152460053,0.6470903469598083,0.8736824476380839,0.5594143272023219,0.6662119297305894,0.4541180379615411,0.9083914364770892,0.8595597085431016
